ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Key-term
T40992D,"Poisoning by other psychodysleptics [hallucinogens], intentional self-harm, subsequent encounter",MBD031,Hallucinogen-related disorders; subsequent encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T40992S,"Poisoning by other psychodysleptics [hallucinogens], intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T40993A,"Poisoning by other psychodysleptics [hallucinogens], assault, initial encounter",MBD022,Hallucinogen-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40993D,"Poisoning by other psychodysleptics [hallucinogens], assault, subsequent encounter",MBD031,Hallucinogen-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40993S,"Poisoning by other psychodysleptics [hallucinogens], assault, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T40994A,"Poisoning by other psychodysleptics [hallucinogens], undetermined, initial encounter",MBD022,Hallucinogen-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40994D,"Poisoning by other psychodysleptics [hallucinogens], undetermined, subsequent encounter",MBD031,Hallucinogen-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40994S,"Poisoning by other psychodysleptics [hallucinogens], undetermined, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T40995A,"Adverse effect of other psychodysleptics [hallucinogens], initial encounter",MBD022,Hallucinogen-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40995D,"Adverse effect of other psychodysleptics [hallucinogens], subsequent encounter",MBD031,Hallucinogen-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T40995S,"Adverse effect of other psychodysleptics [hallucinogens], sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T410X1A,"Poisoning by inhaled anesthetics, accidental (unintentional), initial encounter",MBD023,Inhalant-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T410X1D,"Poisoning by inhaled anesthetics, accidental (unintentional), subsequent encounter",MBD033,Inhalant-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T410X1S,"Poisoning by inhaled anesthetics, accidental (unintentional), sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T410X2A,"Poisoning by inhaled anesthetics, intentional self-harm, initial encounter",MBD023,Inhalant-related disorders,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T410X2D,"Poisoning by inhaled anesthetics, intentional self-harm, subsequent encounter",MBD033,Inhalant-related disorders; subsequent encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T410X2S,"Poisoning by inhaled anesthetics, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T410X3A,"Poisoning by inhaled anesthetics, assault, initial encounter",MBD023,Inhalant-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T410X3D,"Poisoning by inhaled anesthetics, assault, subsequent encounter",MBD033,Inhalant-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T410X3S,"Poisoning by inhaled anesthetics, assault, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T410X4A,"Poisoning by inhaled anesthetics, undetermined, initial encounter",MBD023,Inhalant-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T410X4D,"Poisoning by inhaled anesthetics, undetermined, subsequent encounter",MBD033,Inhalant-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T410X4S,"Poisoning by inhaled anesthetics, undetermined, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T410X5A,"Adverse effect of inhaled anesthetics, initial encounter",MBD023,Inhalant-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T410X5D,"Adverse effect of inhaled anesthetics, subsequent encounter",MBD033,Inhalant-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T410X5S,"Adverse effect of inhaled anesthetics, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T411X2S,"Poisoning by intravenous anesthetics, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T41202S,"Poisoning by unspecified general anesthetics, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T41292S,"Poisoning by other general anesthetics, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T413X2S,"Poisoning by local anesthetics, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T4142XS,"Poisoning by unspecified anesthetic, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T415X2S,"Poisoning by therapeutic gases, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T420X2S,"Poisoning by hydantoin derivatives, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T422X2S,"Poisoning by succinimides and oxazolidinediones, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T423X2S,"Poisoning by barbiturates, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T424X2S,"Poisoning by benzodiazepines, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T425X2S,"Poisoning by mixed antiepileptics, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T426X1A,"Poisoning by other antiepileptic and sedative-hypnotic drugs, accidental (unintentional), initial encounter",MBD020,Sedative-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T426X1D,"Poisoning by other antiepileptic and sedative-hypnotic drugs, accidental (unintentional), subsequent encounter",MBD032,Sedative-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T426X1S,"Poisoning by other antiepileptic and sedative-hypnotic drugs, accidental (unintentional), sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T426X2A,"Poisoning by other antiepileptic and sedative-hypnotic drugs, intentional self-harm, initial encounter",MBD020,Sedative-related disorders,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T426X2D,"Poisoning by other antiepileptic and sedative-hypnotic drugs, intentional self-harm, subsequent encounter",MBD032,Sedative-related disorders; subsequent encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T426X2S,"Poisoning by other antiepileptic and sedative-hypnotic drugs, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T426X3A,"Poisoning by other antiepileptic and sedative-hypnotic drugs, assault, initial encounter",MBD020,Sedative-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T426X3D,"Poisoning by other antiepileptic and sedative-hypnotic drugs, assault, subsequent encounter",MBD032,Sedative-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T426X3S,"Poisoning by other antiepileptic and sedative-hypnotic drugs, assault, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T426X4A,"Poisoning by other antiepileptic and sedative-hypnotic drugs, undetermined, initial encounter",MBD020,Sedative-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T426X4D,"Poisoning by other antiepileptic and sedative-hypnotic drugs, undetermined, subsequent encounter",MBD032,Sedative-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T426X4S,"Poisoning by other antiepileptic and sedative-hypnotic drugs, undetermined, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T426X5A,"Adverse effect of other antiepileptic and sedative-hypnotic drugs, initial encounter",MBD020,Sedative-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T426X5D,"Adverse effect of other antiepileptic and sedative-hypnotic drugs, subsequent encounter",MBD032,Sedative-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T426X5S,"Adverse effect of other antiepileptic and sedative-hypnotic drugs, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T4271XA,"Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, accidental (unintentional), initial encounter",MBD020,Sedative-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T4271XD,"Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, accidental (unintentional), subsequent encounter",MBD032,Sedative-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T4271XS,"Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, accidental (unintentional), sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T4272XA,"Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, intentional self-harm, initial encounter",MBD020,Sedative-related disorders,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T4272XD,"Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, intentional self-harm, subsequent encounter",MBD032,Sedative-related disorders; subsequent encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T4272XS,"Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T4273XA,"Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, assault, initial encounter",MBD020,Sedative-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T4273XD,"Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, assault, subsequent encounter",MBD032,Sedative-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T4273XS,"Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, assault, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T4274XA,"Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, undetermined, initial encounter",MBD020,Sedative-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T4274XD,"Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, undetermined, subsequent encounter",MBD032,Sedative-related disorders; subsequent encounter,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
T4274XS,"Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, undetermined, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T4275XA,"Adverse effect of unspecified antiepileptic and sedative-hypnotic drugs, initial encounter",MBD020,Sedative-related disorders,N,09 Poisoning by drugs or adverse effects of medical drugs,Intentional self-harm
