ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Condition
T22762A,"Corrosion of third degree of left scapular region, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22762D,"Corrosion of third degree of left scapular region, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22769A,"Corrosion of third degree of unsp scapular region, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22769D,"Corrosion of third degree of unsp scapular region, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22791A,"Corros 3rd deg mu sites of r shldr/up lmb, ex wrs/hnd, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22791D,"Corros 3rd deg mu sites of r shldr/up lmb, ex wrs/hnd, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22792A,"Corros 3rd deg mu site of l shldr/up lmb, ex wrs/hnd, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22792D,"Corros 3rd deg mu site of l shldr/up lmb, ex wrs/hnd, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T22799A,"Corros 3rd deg mu sites of shldr/up lmb, ex wrs/hnd, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T22799D,"Corros 3rd deg mu sites of shldr/up lmb, ex wrs/hnd, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T23001A,"Burn of unsp degree of right hand, unsp site, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T23001D,"Burn of unsp degree of right hand, unsp site, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T23002A,"Burn of unsp degree of left hand, unsp site, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T23002D,"Burn of unsp degree of left hand, unsp site, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T23009A,"Burn of unsp degree of unsp hand, unsp site, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T23009D,"Burn of unsp degree of unsp hand, unsp site, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T23011A,"Burn of unsp degree of right thumb (nail), init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T23011D,"Burn of unsp degree of right thumb (nail), subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T23012A,"Burn of unspecified degree of left thumb (nail), init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T23012D,"Burn of unspecified degree of left thumb (nail), subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T23019A,"Burn of unsp degree of unspecified thumb (nail), init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T23019D,"Burn of unsp degree of unspecified thumb (nail), subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T23021A,"Burn unsp degree of single r finger except thumb, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T23021D,"Burn unsp degree of single r finger except thumb, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T23022A,"Burn unsp degree of single l finger except thumb, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T23022D,"Burn unsp degree of single l finger except thumb, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T23029A,"Burn unsp degree of unsp single finger except thumb, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T23029D,"Burn unsp degree of unsp single finger except thumb, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T23031A,"Burn unsp deg mult right fingers (nail), not inc thumb, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T23031D,"Burn unsp deg mult right fingers (nail), not inc thumb, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T23032A,"Burn unsp deg mult left fingers (nail), not inc thumb, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T23032D,"Burn unsp deg mult left fingers (nail), not inc thumb, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T23039A,"Burn unsp degree of unsp mult fngr, not inc thumb, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T23039D,"Burn unsp degree of unsp mult fngr, not inc thumb, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T23041A,"Burn of unsp deg mult right fingers (nail), inc thumb, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T23041D,"Burn of unsp deg mult right fingers (nail), inc thumb, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T23042A,"Burn of unsp deg mult left fingers (nail), inc thumb, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T23042D,"Burn of unsp deg mult left fingers (nail), inc thumb, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T23049A,"Burn unsp degree of unsp mult fngr (nail), inc thumb, init",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T23049D,"Burn unsp degree of unsp mult fngr (nail), inc thumb, subs",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T23051A,"Burn of unspecified degree of right palm, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T23051D,"Burn of unspecified degree of right palm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T23052A,"Burn of unspecified degree of left palm, initial encounter",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T23052D,"Burn of unspecified degree of left palm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T23059A,"Burn of unspecified degree of unspecified palm, init encntr",INJ019,"Burn and corrosion, initial encounter",Y,0 Not Applicable,Burn and corrosion
T23059D,"Burn of unspecified degree of unspecified palm, subs encntr",INJ056,"Burns and corrosion, subsequent encounter",Y,0 Not Applicable,Burn and corrosion
T33539A,"Superficial frostbite of unspecified finger(s), init encntr",INJ021,"Effect of other external causes, initial encounter",Y,0 Not Applicable,frostbite
T33539D,"Superficial frostbite of unspecified finger(s), subs encntr",INJ058,"Effect of other external causes, subsequent encounter",Y,0 Not Applicable,Foreign body
T33539S,"Superficial frostbite of unspecified finger(s), sequela",INJ074,"Effect of other external causes, sequela",Y,0 Not Applicable,"frostbite "
T3360XA,"Superficial frostbite of unsp hip and thigh, init encntr",INJ021,"Effect of other external causes, initial encounter",Y,0 Not Applicable,frostbite
T3360XD,"Superficial frostbite of unsp hip and thigh, subs encntr",INJ058,"Effect of other external causes, subsequent encounter",Y,0 Not Applicable,Foreign body
T3360XS,"Superficial frostbite of unspecified hip and thigh, sequela",INJ074,"Effect of other external causes, sequela",Y,0 Not Applicable,"frostbite "
T3361XA,"Superficial frostbite of right hip and thigh, init encntr",INJ021,"Effect of other external causes, initial encounter",Y,0 Not Applicable,frostbite
T3361XD,"Superficial frostbite of right hip and thigh, subs encntr",INJ058,"Effect of other external causes, subsequent encounter",Y,0 Not Applicable,Foreign body
T3361XS,"Superficial frostbite of right hip and thigh, sequela",INJ074,"Effect of other external causes, sequela",Y,0 Not Applicable,"frostbite "
T3362XA,"Superficial frostbite of left hip and thigh, init encntr",INJ021,"Effect of other external causes, initial encounter",Y,0 Not Applicable,frostbite
T3362XD,"Superficial frostbite of left hip and thigh, subs encntr",INJ058,"Effect of other external causes, subsequent encounter",Y,0 Not Applicable,Foreign body
T3362XS,"Superficial frostbite of left hip and thigh, sequela",INJ074,"Effect of other external causes, sequela",Y,0 Not Applicable,"frostbite "
T3370XA,"Superficial frostbite of unsp knee and lower leg, init",INJ021,"Effect of other external causes, initial encounter",Y,0 Not Applicable,frostbite
T3370XD,"Superficial frostbite of unsp knee and lower leg, subs",INJ058,"Effect of other external causes, subsequent encounter",Y,0 Not Applicable,Foreign body
T3370XS,"Superficial frostbite of unsp knee and lower leg, sequela",INJ074,"Effect of other external causes, sequela",Y,0 Not Applicable,"frostbite "
T3371XA,"Superficial frostbite of right knee and lower leg, init",INJ021,"Effect of other external causes, initial encounter",Y,0 Not Applicable,frostbite
T3371XD,"Superficial frostbite of right knee and lower leg, subs",INJ058,"Effect of other external causes, subsequent encounter",Y,0 Not Applicable,Foreign body
T3371XS,"Superficial frostbite of right knee and lower leg, sequela",INJ074,"Effect of other external causes, sequela",Y,0 Not Applicable,"frostbite "
T3372XA,"Superficial frostbite of left knee and lower leg, init",INJ021,"Effect of other external causes, initial encounter",Y,0 Not Applicable,frostbite
T3372XD,"Superficial frostbite of left knee and lower leg, subs",INJ058,"Effect of other external causes, subsequent encounter",Y,0 Not Applicable,Foreign body
T3372XS,"Superficial frostbite of left knee and lower leg, sequela",INJ074,"Effect of other external causes, sequela",Y,0 Not Applicable,"frostbite "
T33811A,"Superficial frostbite of right ankle, initial encounter",INJ021,"Effect of other external causes, initial encounter",Y,0 Not Applicable,frostbite
T33811D,"Superficial frostbite of right ankle, subsequent encounter",INJ058,"Effect of other external causes, subsequent encounter",Y,0 Not Applicable,Foreign body
T33811S,"Superficial frostbite of right ankle, sequela",INJ074,"Effect of other external causes, sequela",Y,0 Not Applicable,"frostbite "
T33812A,"Superficial frostbite of left ankle, initial encounter",INJ021,"Effect of other external causes, initial encounter",Y,0 Not Applicable,frostbite
T33812D,"Superficial frostbite of left ankle, subsequent encounter",INJ058,"Effect of other external causes, subsequent encounter",Y,0 Not Applicable,Foreign body
T33812S,"Superficial frostbite of left ankle, sequela",INJ074,"Effect of other external causes, sequela",Y,0 Not Applicable,"frostbite "
T33819A,"Superficial frostbite of unspecified ankle, init encntr",INJ021,"Effect of other external causes, initial encounter",Y,0 Not Applicable,frostbite
T33819D,"Superficial frostbite of unspecified ankle, subs encntr",INJ058,"Effect of other external causes, subsequent encounter",Y,0 Not Applicable,Foreign body
T33819S,"Superficial frostbite of unspecified ankle, sequela",INJ074,"Effect of other external causes, sequela",Y,0 Not Applicable,"frostbite "
T33821A,"Superficial frostbite of right foot, initial encounter",INJ021,"Effect of other external causes, initial encounter",Y,0 Not Applicable,frostbite
T33821D,"Superficial frostbite of right foot, subsequent encounter",INJ058,"Effect of other external causes, subsequent encounter",Y,0 Not Applicable,Foreign body
T33821S,"Superficial frostbite of right foot, sequela",INJ074,"Effect of other external causes, sequela",Y,0 Not Applicable,"frostbite "
T33822A,"Superficial frostbite of left foot, initial encounter",INJ021,"Effect of other external causes, initial encounter",Y,0 Not Applicable,frostbite
T33822D,"Superficial frostbite of left foot, subsequent encounter",INJ058,"Effect of other external causes, subsequent encounter",Y,0 Not Applicable,Foreign body
T33822S,"Superficial frostbite of left foot, sequela",INJ074,"Effect of other external causes, sequela",Y,0 Not Applicable,"frostbite "
T33829A,"Superficial frostbite of unspecified foot, initial encounter",INJ021,"Effect of other external causes, initial encounter",Y,0 Not Applicable,frostbite
T33829D,"Superficial frostbite of unspecified foot, subs encntr",INJ058,"Effect of other external causes, subsequent encounter",Y,0 Not Applicable,Foreign body
T33829S,"Superficial frostbite of unspecified foot, sequela",INJ074,"Effect of other external causes, sequela",Y,0 Not Applicable,"frostbite "
T33831A,"Superficial frostbite of right toe(s), initial encounter",INJ021,"Effect of other external causes, initial encounter",Y,0 Not Applicable,frostbite
T33831D,"Superficial frostbite of right toe(s), subsequent encounter",INJ058,"Effect of other external causes, subsequent encounter",Y,0 Not Applicable,Foreign body
T33831S,"Superficial frostbite of right toe(s), sequela",INJ074,"Effect of other external causes, sequela",Y,0 Not Applicable,"frostbite "
T33832A,"Superficial frostbite of left toe(s), initial encounter",INJ021,"Effect of other external causes, initial encounter",Y,0 Not Applicable,frostbite
T33832D,"Superficial frostbite of left toe(s), subsequent encounter",INJ058,"Effect of other external causes, subsequent encounter",Y,0 Not Applicable,Foreign body
T33832S,"Superficial frostbite of left toe(s), sequela",INJ074,"Effect of other external causes, sequela",Y,0 Not Applicable,"frostbite "
T33839A,"Superficial frostbite of unspecified toe(s), init encntr",INJ021,"Effect of other external causes, initial encounter",Y,0 Not Applicable,frostbite
T33839D,"Superficial frostbite of unspecified toe(s), subs encntr",INJ058,"Effect of other external causes, subsequent encounter",Y,0 Not Applicable,Foreign body
T33839S,"Superficial frostbite of unspecified toe(s), sequela",INJ074,"Effect of other external causes, sequela",Y,0 Not Applicable,"frostbite "
T3390XA,"Superficial frostbite of unspecified sites, init encntr",INJ021,"Effect of other external causes, initial encounter",Y,0 Not Applicable,frostbite
T3390XD,"Superficial frostbite of unspecified sites, subs encntr",INJ058,"Effect of other external causes, subsequent encounter",Y,0 Not Applicable,Foreign body
T3390XS,"Superficial frostbite of unspecified sites, sequela",INJ074,"Effect of other external causes, sequela",Y,0 Not Applicable,"frostbite "
T3399XA,"Superficial frostbite of other sites, initial encounter",INJ021,"Effect of other external causes, initial encounter",Y,0 Not Applicable,frostbite
T3399XD,"Superficial frostbite of other sites, subsequent encounter",INJ058,"Effect of other external causes, subsequent encounter",Y,0 Not Applicable,Foreign body
