ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Foreign body
T578X1A,"Toxic effect of other specified inorganic substances, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T578X2A,"Toxic effect of other specified inorganic substances, intentional self-harm, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T578X2A,"Toxic effect of other specified inorganic substances, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T578X3A,"Toxic effect of other specified inorganic substances, assault, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T578X3A,"Toxic effect of other specified inorganic substances, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T578X4A,"Toxic effect of other specified inorganic substances, undetermined, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T578X4A,"Toxic effect of other specified inorganic substances, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T5791XA,"Toxic effect of unspecified inorganic substance, accidental (unintentional), initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5791XA,"Toxic effect of unspecified inorganic substance, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5792XA,"Toxic effect of unspecified inorganic substance, intentional self-harm, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5792XA,"Toxic effect of unspecified inorganic substance, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5793XA,"Toxic effect of unspecified inorganic substance, assault, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5793XA,"Toxic effect of unspecified inorganic substance, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5794XA,"Toxic effect of unspecified inorganic substance, undetermined, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T5794XA,"Toxic effect of unspecified inorganic substance, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T5801XA,"Toxic effect of carbon monoxide from motor vehicle exhaust, accidental (unintentional), initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5801XA,"Toxic effect of carbon monoxide from motor vehicle exhaust, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5802XA,"Toxic effect of carbon monoxide from motor vehicle exhaust, intentional self-harm, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5802XA,"Toxic effect of carbon monoxide from motor vehicle exhaust, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5803XA,"Toxic effect of carbon monoxide from motor vehicle exhaust, assault, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5803XA,"Toxic effect of carbon monoxide from motor vehicle exhaust, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5804XA,"Toxic effect of carbon monoxide from motor vehicle exhaust, undetermined, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T5804XA,"Toxic effect of carbon monoxide from motor vehicle exhaust, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T5811XA,"Toxic effect of carbon monoxide from utility gas, accidental (unintentional), initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5811XA,"Toxic effect of carbon monoxide from utility gas, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5812XA,"Toxic effect of carbon monoxide from utility gas, intentional self-harm, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5812XA,"Toxic effect of carbon monoxide from utility gas, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5813XA,"Toxic effect of carbon monoxide from utility gas, assault, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5813XA,"Toxic effect of carbon monoxide from utility gas, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5814XA,"Toxic effect of carbon monoxide from utility gas, undetermined, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T5814XA,"Toxic effect of carbon monoxide from utility gas, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T582X1A,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, accidental (unintentional), initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T582X1A,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T582X2A,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, intentional self-harm, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T582X2A,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T582X3A,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, assault, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T582X3A,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T582X4A,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, undetermined, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T582X4A,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T588X1A,"Toxic effect of carbon monoxide from other source, accidental (unintentional), initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T588X1A,"Toxic effect of carbon monoxide from other source, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T588X2A,"Toxic effect of carbon monoxide from other source, intentional self-harm, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T588X2A,"Toxic effect of carbon monoxide from other source, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T588X3A,"Toxic effect of carbon monoxide from other source, assault, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T588X3A,"Toxic effect of carbon monoxide from other source, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T588X4A,"Toxic effect of carbon monoxide from other source, undetermined, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T588X4A,"Toxic effect of carbon monoxide from other source, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,NULL
T5891XA,"Toxic effect of carbon monoxide from unspecified source, accidental (unintentional), initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5891XA,"Toxic effect of carbon monoxide from unspecified source, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5892XA,"Toxic effect of carbon monoxide from unspecified source, intentional self-harm, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5892XA,"Toxic effect of carbon monoxide from unspecified source, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5893XA,"Toxic effect of carbon monoxide from unspecified source, assault, initial encounter",EXT015,External cause codes: poisoning by non-drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
T5893XA,"Toxic effect of carbon monoxide from unspecified source, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,NULL
