ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Comment
F08Z7EZ,Vocation/Commun Treatment using Orthosis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z7FZ,Vocation/Commun Treatment using Assist Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z7GZ,Vocation/Commun Treatment using Aerobic Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z7UZ,Vocation/Commun Treatment using Prosthesis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z7YZ,Vocation/Commun Treatment using Oth Equip,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F08Z7ZZ,Vocation/Commun Treatment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F09Z0KZ,Hearing Counsel Treatment using AV Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F09Z0ZZ,Hearing and Related Disorders Counseling Treatment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F09Z1KZ,Hearing Prevent Treatment using AV Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F09Z1ZZ,Hearing and Related Disorders Prevention Treatment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F09Z2KZ,Auditory Processing Treatment using Audiovisual Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F09Z2LZ,Auditory Processing Treatment using Assist Listen Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F09Z2PZ,Auditory Processing Treatment using Computer,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F09Z2YZ,Auditory Processing Treatment using Other Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F09Z2ZZ,Auditory Processing Treatment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F09Z3XZ,Cerumen Management Treatment using Cerumen Mgmt Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F09Z3ZZ,Cerumen Management Treatment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0BZ01Z,Cochlear Implant Rehabilitation Treatment using Audiometer,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0BZ02Z,Cochlear Implant Rehab Treatment using Sound Field/Booth,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0BZ09Z,Cochlear Implant Rehab Trmt w Cochlear Implant Equip,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0BZ0KZ,Cochlear Implant Rehabilitation Treatment using AV Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0BZ0PZ,Cochlear Implant Rehabilitation Treatment using Computer,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0BZ0YZ,Cochlear Implant Rehabilitation Treatment using Oth Equip,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0C33EZ,Postural Control Treatment of Neuro Body using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0C33FZ,Postural Control Trmt Neuro Body w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0C33UZ,Postural Control Treatment of Neuro Body using Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0C33YZ,Postural Control Treatment of Neuro Body using Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0C33ZZ,Postural Control Treatment of Neuro Body,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0CH3EZ,Postural Control Treatment of Integu Body using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0CH3FZ,Postural Control Trmt Integu Body w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0CH3UZ,Postural Control Treatment of Integu Body using Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0CH3YZ,Postural Control Treatment of Integu Body using Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0CH3ZZ,Postural Control Treatment of Integu Body,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0CM3EZ,Postural Control Treatment of Musculosk Whole using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0CM3FZ,Postural Control Trmt Musculosk Whole w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0CM3UZ,Postural Control Trmt Musculosk Whole w Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0CM3YZ,Postural Control Trmt Musculosk Whole w Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0CM3ZZ,Postural Control Treatment of Musculosk Whole,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0CZ08Z,Vestibular Treatment using Vestibular / Balance Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0CZ0ZZ,Vestibular Treatment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0CZ1KZ,Perceptual Processing Treatment using Audiovisual Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0CZ1LZ,Perceptual Process Treatment using Assist Listen Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0CZ1NZ,Perceptual Process Trmt w Biosensory Feedback Equip,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0CZ1PZ,Perceptual Processing Treatment using Computer,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0CZ1QZ,Perceptual Process Treatment using Speech Analysis Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0CZ1SZ,Perceptual Process Treatment using Voice Analysis Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0CZ1TZ,Perceptual Process Treatment using Aerodynam Funct Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0CZ1YZ,Perceptual Processing Treatment using Other Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0CZ1ZZ,Perceptual Processing Treatment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0CZ2KZ,Visual Motor Integration Treatment using AV Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0CZ2LZ,Visual Motor Integrat Trmt w Assist Listen Equip,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0CZ2NZ,Visual Motor Integrat Trmt w Biosensory Feedback Equip,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0CZ2PZ,Visual Motor Integration Treatment using Computer,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0CZ2QZ,Visual Motor Integrat Trmt w Speech Analysis Equip,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0CZ2SZ,Visual Motor Integrat Trmt w Voice Analysis Equip,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0CZ2TZ,Visual Motor Integrat Trmt w Aerodynam Funct Equip,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0CZ2YZ,Visual Motor Integration Treatment using Other Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0CZ2ZZ,Visual Motor Integration Treatment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0DZ05Z,Tinnitus Masker Device Fitting using Hear Aid Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0DZ0ZZ,Tinnitus Masker Device Fitting,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0DZ11Z,Monaural Hearing Aid Device Fitting using Audiometer,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0DZ12Z,Monaural Hearing Aid Device Fitting using Sound Field/Booth,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0DZ15Z,Monaural Hearing Aid Device Fitting using Hear Aid Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0DZ1KZ,Monaural Hearing Aid Device Fitting using AV Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0DZ1LZ,Monaural Hear Aid Device Fit using Assist Listen Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0DZ1ZZ,Monaural Hearing Aid Device Fitting,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0DZ21Z,Binaural Hearing Aid Device Fitting using Audiometer,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0DZ22Z,Binaural Hearing Aid Device Fitting using Sound Field/Booth,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0DZ25Z,Binaural Hearing Aid Device Fitting using Hear Aid Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0DZ2KZ,Binaural Hearing Aid Device Fitting using AV Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0DZ2LZ,Binaural Hear Aid Device Fit using Assist Listen Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0DZ2ZZ,Binaural Hearing Aid Device Fitting,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0DZ3MZ,Augment Comm Device Fit using Augment Comm Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0DZ4SZ,Voice Prosthetic Device Fit using Voice Analysis Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0DZ4VZ,Voice Prosthetic Device Fitting using Speech Prosthesis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0DZ51Z,Assistive Listening Device Device Fitting using Audiometer,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0DZ52Z,Assist Listen Dev Device Fit using Sound Field/Booth,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0DZ55Z,Assist Listen Dev Device Fit using Hear Aid Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0DZ5KZ,Assistive Listening Device Device Fitting using AV Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0DZ5LZ,Assist Listen Dev Device Fit using Assist Listen Equipment,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0DZ5ZZ,Assistive Listening Device Device Fitting,NULL,Ophthalmologic and otologic diagnosis and treatment,NULL,NULL,Rehabilitation care;
F0DZ6EZ,Dynamic Orthosis Device Fitting using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0DZ6FZ,Dynamic Orthosis Device Fitting using Assist Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0DZ6UZ,Dynamic Orthosis Device Fitting using Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0DZ6ZZ,Dynamic Orthosis Device Fitting,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0DZ7EZ,Static Orthosis Device Fitting using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0DZ7FZ,Static Orthosis Device Fitting using Assist Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0DZ7UZ,Static Orthosis Device Fitting using Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0DZ7ZZ,Static Orthosis Device Fitting,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0DZ8EZ,Prosthesis Device Fitting using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0DZ8FZ,Prosthesis Device Fitting using Assist Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0DZ8UZ,Prosthesis Device Fitting using Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0DZ8ZZ,Prosthesis Device Fitting,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0DZ9EZ,Assist Device Fit using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0DZ9FZ,Assist Device Fit using Assist Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0DZ9UZ,Assist Device Fit using Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0DZ9ZZ,Assist Device Fit,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0FZ0EZ,Caregiver Training in Bath/Shower Tech using Orthosis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ0FZ,Caregiver Train in Bath/Shower Tech using Assist Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ0UZ,Caregiver Training in Bath/Shower Tech using Prosthesis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ0ZZ,Caregiver Training in Bathing/Showering Technique,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ1EZ,Caregiver Training in Dressing using Orthosis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ1FZ,Caregiver Training in Dressing using Assist Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ1UZ,Caregiver Training in Dressing using Prosthesis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ1ZZ,Caregiver Training in Dressing,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ2EZ,Caregiver Training in Feeding and Eating using Orthosis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ2FZ,"Caregiver Training in Feeding, Eating using Assist Equipment",NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ2UZ,Caregiver Training in Feeding and Eating using Prosthesis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ2ZZ,Caregiver Training in Feeding and Eating,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ3EZ,Caregiver Training in Grooming/Hygiene using Orthosis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ3FZ,Caregiver Train in Grooming/Hygiene using Assist Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ3UZ,Caregiver Training in Grooming/Hygiene using Prosthesis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ3ZZ,Caregiver Training in Grooming/Personal Hygiene,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ4EZ,Caregiver Training in Bed Mobility using Orthosis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ4FZ,Caregiver Training in Bed Mobility using Assist Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ4UZ,Caregiver Training in Bed Mobility using Prosthesis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ4ZZ,Caregiver Training in Bed Mobility,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ5EZ,Caregiver Training in Transfer using Orthosis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ5FZ,Caregiver Training in Transfer using Assist Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ5UZ,Caregiver Training in Transfer using Prosthesis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ5ZZ,Caregiver Training in Transfer,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ6EZ,Caregiver Training in Wheelchair Mobility using Orthosis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ6FZ,Caregiver Train in Wheelchair Mobility w Assist Equip,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ6UZ,Caregiver Training in Wheelchair Mobility using Prosthesis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ6ZZ,Caregiver Training in Wheelchair Mobility,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ7EZ,Caregiver Training in Therapeutic Exercise using Orthosis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ7FZ,Caregiver Training in Exercise using Assist Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ7UZ,Caregiver Training in Therapeutic Exercise using Prosthesis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ7ZZ,Caregiver Training in Therapeutic Exercise,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ8EZ,Caregiver Training in Airway Clearance Tech using Orthosis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ8FZ,Caregiver Train in Airway Clearance Tech w Assist Equip,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ8UZ,Caregiver Training in Airway Clearance Tech using Prosthesis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ8ZZ,Caregiver Training in Airway Clearance Techniques,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ9EZ,Caregiver Training in Wound Management using Orthosis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0FZ9FZ,Caregiver Training in Wound Mgmt using Assist Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
